Date,Ticker,Open,High,Low,Close,Volume,Daily_Return,Weekly_Return,Monthly_Return,MA_7,MA_30,Volume_MA30,Volatility,Price_Change,High_Low_Diff,Open_Close_Diff,Intraday_Return,Trend,StockSense_Score,Explanation,Rating
2025-07-18 00:00:00-04:00,AAPL,210.03674740882613,210.95311022715865,208.87137245947412,210.34552001953125,48974600,0.5523257149813832,0.009467567921084274,,209.54868643624442,,,,1.1554107666015625,2.0817377676845297,0.30877261070511963,0.14700885179111495,Sideways,60,"Bearish Trend, Positive Daily Return, Negative Monthly Return, Normal Trading Volume, High Volatility",Moderate
2025-07-21 00:00:00-04:00,AAPL,211.2618775331451,214.92732845073886,210.7937335563828,211.64036560058594,51377400,0.6155802989930459,1.8502441053612761,,209.5586417061942,,,,1.2948455810546875,4.133594894356065,0.3784880674408271,0.17915587604367741,Sideways,60,"Bearish Trend, Positive Daily Return, Negative Monthly Return, Normal Trading Volume, High Volatility",Moderate
2025-07-22 00:00:00-04:00,AAPL,212.29777975345726,214.1006251327807,211.39137195770533,213.55279541015625,46404100,0.9036224276703031,2.5297652079866673,,210.01966857910156,,,,1.9124298095703125,2.709253175075361,1.255015656698987,0.5911581638566566,Sideways,60,"Bearish Trend, Positive Daily Return, Negative Monthly Return, Normal Trading Volume, High Volatility",Moderate
2025-07-23 00:00:00-04:00,AAPL,214.15041924441525,214.29982043425818,211.57065737650467,213.30377197265625,46989300,-0.11660977652936388,1.8985508820456465,,210.8065447126116,,,,-0.2490234375,2.72916305775351,-0.8466472717589966,-0.395351676053782,Sideways,40,"Bearish Trend, Negative Daily Return, Negative Monthly Return, Normal Trading Volume, High Volatility",Weak
2025-07-24 00:00:00-04:00,AAPL,213.05475989741393,214.83769515517375,212.68622683006964,212.91531372070312,46022600,-0.18211504107996657,1.780774665244489,,211.46820286342077,,,,-0.388458251953125,2.151468325104105,-0.1394461767108055,-0.06545086191829226,Sideways,40,"Bearish Trend, Negative Daily Return, Negative Monthly Return, Normal Trading Volume, High Volatility",Weak
2025-07-25 00:00:00-04:00,AAPL,213.85160291428238,214.38947759784276,212.5567368669443,213.03485107421875,40268800,0.05614314509685414,1.2785302270463372,,211.9975324358259,,,,0.119537353515625,1.8327407308984505,-0.8167518400636311,-0.38192458178160477,Sideways,60,"Bearish Trend, Positive Daily Return, Negative Monthly Return, Normal Trading Volume, High Volatility",Moderate
2025-07-28 00:00:00-04:00,AAPL,213.18425263148458,214.00101967144602,212.2180844005514,213.2041778564453,37858000,0.07948313685424147,0.7389007533707748,,212.5709708077567,,,,0.1693267822265625,1.782935270894626,0.019925224960729793,0.009346480668613462,Sideways,60,"Bearish Trend, Positive Daily Return, Negative Monthly Return, Normal Trading Volume, High Volatility",Moderate
2025-07-29 00:00:00-04:00,AAPL,213.33363944545516,213.96115480223384,209.9869314052821,210.43515014648438,51411700,-1.2987680343794161,-1.4598943824097543,,212.58377511160714,,,,-2.7690277099609375,3.974223396951743,-2.8984892989707873,-1.3586649093435024,Sideways,40,"Bearish Trend, Negative Daily Return, Negative Monthly Return, Normal Trading Volume, High Volatility",Weak
2025-07-30 00:00:00-04:00,AAPL,211.06265157316113,211.55072076453234,206.89917652304968,208.2239227294922,45512500,-1.0507880529716407,-2.3815093358101835,,212.09571184430803,,,,-2.2112274169921875,4.651544241482668,-2.838728843668946,-1.3449697625375236,Sideways,40,"Bearish Trend, Negative Daily Return, Negative Monthly Return, Normal Trading Volume, High Volatility",Weak
2025-07-31 00:00:00-04:00,AAPL,207.66616446381488,209.01082086651627,206.34141808889078,206.7498016357422,80698400,-0.707949919695372,-2.895757931742149,,211.1238555908203,,,,-1.47412109375,2.6694027776254927,-0.9163628280726925,-0.4412672764668727,Sideways,40,"Bearish Trend, Negative Daily Return, Negative Monthly Return, Normal Trading Volume, High Volatility",Weak
2025-08-01 00:00:00-04:00,AAPL,210.03673342752194,212.73603143542957,200.7037642416869,201.58029174804688,104434500,-2.5003699383485234,-5.3768476230122815,,209.4490727015904,,,,-5.1695098876953125,12.032267193742655,-8.456441679475063,-4.026172727730578,Sideways,40,"Bearish Trend, Negative Daily Return, Negative Monthly Return, Normal Trading Volume, High Volatility",Weak
2025-08-04 00:00:00-04:00,AAPL,203.70186769022786,207.0585613783641,200.88304868853191,202.5464630126953,75109300,0.4792984751981866,-4.998830206285199,-4.776393821767854,207.96780831473214,,,,0.9661712646484375,6.175512689832175,-1.1554046775325446,-0.5672037721762984,Sideways,50,"Bearish Trend, Positive Daily Return, Negative Monthly Return, Normal Trading Volume, High Volatility",Weak
2025-08-05 00:00:00-04:00,AAPL,202.59624780213056,204.52858421879685,201.36115745633876,202.11814880371094,44155100,-0.21146466969286237,-3.95228712360266,-3.348412598344297,206.4082794189453,,,,-0.428314208984375,3.167426762458092,-0.47809899841962533,-0.23598610714970877,Sideways,30,"Bearish Trend, Negative Daily Return, Negative Monthly Return, Normal Trading Volume, High Volatility",High Risk
2025-08-06 00:00:00-04:00,AAPL,204.81744899810374,214.52892145014,204.77759854868273,212.40733337402344,108483100,5.090678215297206,2.009092226144449,1.5427867690230856,206.29444449288505,,,,10.2891845703125,9.751322901457257,7.589884375919695,3.705682505590607,Sideways,70,"Bearish Trend, Positive Daily Return, Positive Monthly Return, Normal Trading Volume, High Volatility",Moderate
2025-08-07 00:00:00-04:00,AAPL,218.01508808955717,219.97730473834642,215.7241736307253,219.16053771972656,90224800,3.1793649675039948,6.002780165105048,4.2104779710521845,207.54092843191964,,,,6.753204345703125,4.25313110762113,1.145449630169395,0.525399246541534,Sideways,70,"Bearish Trend, Positive Daily Return, Positive Monthly Return, Normal Trading Volume, High Volatility",Moderate
2025-08-08 00:00:00-04:00,AAPL,219.95738825778145,230.08719950298993,218.38362983130105,228.4437255859375,113854000,4.235793525056386,13.326418770872174,7.975134823882257,210.4294716971261,,,,9.283187866210938,11.703569671688882,8.486337328156054,3.8581733468349784,Sideways,70,"Bearish Trend, Positive Daily Return, Positive Monthly Return, Normal Trading Volume, High Volatility",Moderate
2025-08-11 00:00:00-04:00,AAPL,227.27701087414155,228.91238364576833,224.12592192869855,226.53909301757812,61806100,-0.833742561094275,11.845494435209659,7.708754975642229,213.25651332310267,,,,-1.904632568359375,4.786461717069784,-0.7379178565634277,-0.32467773741184147,Sideways,50,"Bearish Trend, Negative Daily Return, Positive Monthly Return, Normal Trading Volume, High Volatility",Weak
2025-08-12 00:00:00-04:00,AAPL,227.36674823663387,230.14888579943394,226.429412881848,229.0021209716797,55626200,1.0872419065924621,13.301117354917679,10.20545090924978,217.17391749790735,,,,2.4630279541015625,3.7194729175859322,1.63537273504582,0.7192664484710808,Sideways,70,"Bearish Trend, Positive Daily Return, Positive Monthly Return, Normal Trading Volume, High Volatility",Moderate
2025-08-13 00:00:00-04:00,AAPL,230.4181341091737,234.33703985510917,229.77992501054072,232.6717529296875,69878500,1.6024445286520361,9.540357780388353,11.709051396837866,221.47753034319197,,,,3.6696319580078125,4.557114844568446,2.2536188205137933,0.9780561886878283,Sideways,70,"Bearish Trend, Positive Daily Return, Positive Monthly Return, Normal Trading Volume, High Volatility",Moderate
2025-08-14 00:00:00-04:00,AAPL,233.39969406647393,234.4567012802976,230.19875827485632,232.12330627441406,51916300,-0.23571690519698096,5.9147366079494335,10.888937014879275,225.76398141043526,213.26020100911458,56956426.666666664,8.358834019984068,-0.5484466552734375,4.257943005441291,-1.2763877920598645,-0.5468678085312058,Bullish,70,"Bullish Trend, Negative Daily Return, Positive Monthly Return, Normal Trading Volume, Low Volatility",Moderate
2025-08-15 00:00:00-04:00,AAPL,233.33988101583648,233.61908991261305,228.6930233233153,230.93667602539062,56038700,-0.5112068529734892,1.0912755135029206,10.395599892424823,228.41103036063058,213.86788533528645,57659190.0,8.958343181448445,-1.1866302490234375,4.926066589297761,-2.4032049904458574,-1.0299160949185344,Bullish,60,"Bullish Trend, Negative Daily Return, Positive Monthly Return, Normal Trading Volume, High Volatility",Moderate
2025-08-18 00:00:00-04:00,AAPL,231.04634466466607,232.46233685580373,229.46083388892833,230.23863220214844,37476200,-0.30226633346253085,1.6330687720566006,9.457350068958004,229.99361528669084,214.57182769775392,57234096.666666664,9.391672370319986,-0.6980438232421875,3.0015029668753925,-0.8077124625176282,-0.3495889379639044,Bullish,60,"Bullish Trend, Negative Daily Return, Positive Monthly Return, Normal Trading Volume, High Volatility",Moderate
2025-08-19 00:00:00-04:00,AAPL,230.6275464777077,232.21305735738468,228.70299840660482,229.90957641601562,39402600,-0.14291944969683223,0.39626508282346595,8.63219583068946,230.20302254813058,215.26280924479167,57119220.0,9.737510575824192,-0.3290557861328125,3.5100589507798645,-0.7179700616920854,-0.3113114945102553,Bullish,60,"Bullish Trend, Negative Daily Return, Positive Monthly Return, Normal Trading Volume, High Volatility",Moderate
2025-08-20 00:00:00-04:00,AAPL,229.33119207499826,229.81981519856654,225.13307755654054,225.3723907470703,42263900,-1.9734652812962383,-3.1371931017440846,5.534741567869883,230.0363507952009,215.76503346761066,56903036.666666664,9.860785673579176,-4.5371856689453125,4.686737642026003,-3.9588013279279437,-1.7262376269484074,Bullish,60,"Bullish Trend, Negative Daily Return, Positive Monthly Return, Normal Trading Volume, High Volatility",Moderate
2025-08-21 00:00:00-04:00,AAPL,225.63166356522294,225.88095827873425,223.14868274098328,224.26551818847656,30621200,-0.4911305040181113,-3.385178426093971,5.139030648377618,229.3596932547433,216.18819478352864,56442290.0,9.946601208789053,-1.10687255859375,2.7322755377509793,-1.366145376746374,-0.6054759137790361,Bullish,60,"Bullish Trend, Negative Daily Return, Positive Monthly Return, Normal Trading Volume, High Volatility",Moderate
2025-08-22 00:00:00-04:00,AAPL,225.53195134940427,228.44371192910324,224.77410085849388,227.11746215820312,42477800,1.271681885277487,-1.6537926902384203,6.6703273659921125,228.56622314453125,216.7479232788086,56532690.0,10.076930748999454,2.8519439697265625,3.6696110706093634,1.5855108087988583,0.7030093959247989,Bullish,80,"Bullish Trend, Positive Daily Return, Positive Monthly Return, Normal Trading Volume, High Volatility",Strong
2025-08-25 00:00:00-04:00,AAPL,225.84107546750252,228.65312729963858,225.59178073979155,226.5191650390625,30983100,-0.2634306994518387,-1.6154835213841312,6.329628179074787,227.76563153948103,217.37204081217448,56270790.0,10.083170611487839,-0.598297119140625,3.0613465598470384,0.6780895715599797,0.30025077154645136,Bullish,60,"Bullish Trend, Negative Daily Return, Positive Monthly Return, Normal Trading Volume, High Volatility",Moderate
2025-08-26 00:00:00-04:00,AAPL,226.22996704217394,228.84258604761433,224.05612439304167,228.6630859375,54575100,0.946463359101557,-0.5421655321830254,7.2507528869642845,227.44083295549666,218.05135345458984,56680083.333333336,10.136117515407856,2.1439208984375,4.786461654572662,2.4331188953260607,1.0755068955442482,Bullish,80,"Bullish Trend, Positive Daily Return, Positive Monthly Return, Normal Trading Volume, High Volatility",Strong
2025-08-27 00:00:00-04:00,AAPL,227.96506627689797,230.24859923631865,227.6160475796746,229.8397674560547,31259500,0.5145918125483151,1.982220046641836,9.22118633510738,227.38385227748327,218.7350275675456,56139050.0,10.218914017475173,1.1766815185546875,2.63255165664404,1.874701179156716,0.8223633602174855,Bullish,80,"Bullish Trend, Positive Daily Return, Positive Monthly Return, Normal Trading Volume, High Volatility",Strong
2025-08-28 00:00:00-04:00,AAPL,230.16883391080088,232.7515235304584,228.692998228932,231.90391540527344,38074700,0.898081290311703,3.4059615042457914,11.372368921578913,227.66875784737724,219.49215443929037,55805936.666666664,10.328195114633758,2.06414794921875,4.058525301526402,1.7350814944725528,0.7538299017255145,Bullish,80,"Bullish Trend, Positive Daily Return, Positive Monthly Return, Normal Trading Volume, High Volatility",Strong
2025-08-29 00:00:00-04:00,AAPL,231.85405874294378,232.7216147258446,230.71727541448905,231.485107421875,39418400,-0.1805954775134011,1.923077698283504,11.963883684740928,228.54200308663505,220.19680735270182,55487396.666666664,10.403498654936634,-0.4188079833984375,2.004339311355551,-0.3689513210687778,-0.1591308442341454,Bullish,60,"Bullish Trend, Negative Daily Return, Positive Monthly Return, Normal Trading Volume, High Volatility",Moderate
2025-09-02 00:00:00-04:00,AAPL,228.60325464814514,230.19874691737337,226.3296880547272,229.07192993164062,44075600,-1.0424763463666054,1.1269531618385953,13.638058534985786,229.2286333356585,220.77785949707032,55244003.333333336,10.39591630887749,-2.413177490234375,3.8690588626461704,0.46867528349548593,0.20501689016494878,Bullish,60,"Bullish Trend, Negative Daily Return, Positive Monthly Return, Normal Trading Volume, High Volatility",Moderate
2025-09-03 00:00:00-04:00,AAPL,236.54080133953738,238.1761740423919,233.69883553511272,237.7972412109375,66427800,3.8089831791702666,3.9945910971979526,17.40379845390474,230.75431605747767,221.58600769042968,55911460.0,10.751169782262137,8.725311279296875,4.477338507279171,1.2564398714001186,0.5311725775362488,Bullish,90,"Bullish Trend, Positive Daily Return, Positive Monthly Return, High Trading Volume, High Volatility",Excellent
2025-09-04 00:00:00-04:00,AAPL,237.77729643117493,239.2232027368954,236.0721290991865,239.10354614257812,47549400,0.5493356125531701,4.030537791200417,18.298899706817483,232.55208478655135,222.4460001627604,55930130.0,11.092282207086123,1.306304931640625,3.1510736377088904,1.326249711403193,0.5577696993401043,Bullish,80,"Bullish Trend, Positive Daily Return, Positive Monthly Return, Normal Trading Volume, High Volatility",Strong
2025-09-05 00:00:00-04:00,AAPL,239.3229322237051,240.63921565449175,237.8171975861315,239.01380920410156,54870400,-0.037530576155930806,3.0658791536153807,12.52615689272243,234.03075953892298,223.31595001220703,56225056.666666664,11.339702821692176,-0.0897369384765625,2.8220180683602507,-0.3091230196035326,-0.12916564941406555,Bullish,60,"Bullish Trend, Negative Daily Return, Positive Monthly Return, Normal Trading Volume, High Volatility",Moderate
2025-09-08 00:00:00-04:00,AAPL,238.62491556233425,239.47250850410185,235.6732593017711,237.20892333984375,48999500,-0.7551387387481734,2.472649744822353,8.23523514219442,235.08349609375,224.1217524210612,56516080.0,11.442376063368314,-1.8048858642578125,3.799249202330742,-1.4159922224905017,-0.5933966363711976,Bullish,60,"Bullish Trend, Negative Daily Return, Positive Monthly Return, Normal Trading Volume, High Volatility",Moderate
2025-09-09 00:00:00-04:00,AAPL,236.33140663047269,238.10638391026913,232.70167593051625,233.6888885498047,66313900,-1.483938605882873,2.0155060550377524,2.2960415964210945,235.33849225725447,224.80457611083983,57464610.0,11.379443569941579,-3.5200347900390625,5.404707979752885,-2.6425180806679975,-1.118140884592556,Bullish,70,"Bullish Trend, Negative Daily Return, Positive Monthly Return, High Trading Volume, High Volatility",Moderate
2025-09-10 00:00:00-04:00,AAPL,231.53496736029473,231.76431424305812,225.31256565050364,226.1501922607422,83440800,-3.225954103271722,-4.897890694982376,-0.17167048373666338,234.57636151994978,225.32841084798176,58532246.666666664,11.052162431890324,-7.5386962890625,6.45174859255448,-5.384775099552542,-2.32568547245532,Bullish,50,"Bullish Trend, Negative Daily Return, Negative Monthly Return, High Trading Volume, High Volatility",Weak
2025-09-11 00:00:00-04:00,AAPL,226.23995033725743,229.7998710451417,226.010588238333,229.3810577392578,50208600,1.4286370691166894,-4.066225097942611,0.16547303840255267,234.62052263532365,226.0336486816406,58688783.333333336,10.588377100704296,3.230865478515625,3.7892828068087,3.1411074020003866,1.3883964336616572,Bullish,80,"Bullish Trend, Positive Daily Return, Positive Monthly Return, Normal Trading Volume, High Volatility",Strong
2025-09-12 00:00:00-04:00,AAPL,228.5733443098202,233.84841389514688,228.3739115767776,233.40966796875,55824200,1.756295951024689,-2.3446934944942877,0.31714852781699054,233.9937264578683,226.92231089274088,57859643.333333336,10.017476878015938,4.0286102294921875,5.474502318369275,4.836323658929814,2.1158738668907997,Bullish,80,"Bullish Trend, Positive Daily Return, Positive Monthly Return, Normal Trading Volume, High Volatility",Strong
2025-09-15 00:00:00-04:00,AAPL,236.33139853346725,237.5180438551372,234.36695488957946,236.03224182128906,42699500,1.1235926409398633,-0.49605280526014983,1.6839909829019506,233.55496869768416,228.07070922851562,55801810.0,8.927589534715551,2.6225738525390625,3.151088965557733,-0.2991567121781884,-0.12658356614253455,Bullish,80,"Bullish Trend, Positive Daily Return, Positive Monthly Return, Normal Trading Volume, High Volatility",Strong
2025-09-16 00:00:00-04:00,AAPL,236.51088466190768,240.53949594661788,235.65332541334,237.4781494140625,63421100,0.6125890181851501,1.6214980899488696,2.8325831571043514,233.33558872767858,229.23509877522787,55412203.333333336,7.673717993736726,1.4459075927734375,4.886170533277863,0.9672647521548186,0.4089726160119538,Bullish,100,"Bullish Trend, Positive Daily Return, Positive Monthly Return, High Trading Volume, Low Volatility",Excellent
2025-09-17 00:00:00-04:00,AAPL,238.2958480596019,239.42266510979977,237.05934071942244,238.3157958984375,46508000,0.3527257082143187,5.379435461044779,3.5081704660221202,233.49371337890625,230.44168701171876,55490633.333333336,5.904839969471984,0.837646484375,2.363324390377329,0.01994783883560558,0.00837103919268299,Bullish,90,"Bullish Trend, Positive Daily Return, Positive Monthly Return, Normal Trading Volume, Low Volatility",Excellent
2025-09-18 00:00:00-04:00,AAPL,239.29302360434258,240.51954939992544,235.98238232851827,237.20892333984375,44249600,-0.4644562289381149,3.4126033238036646,3.174877287677713,233.99657549176897,231.2684066772461,53349516.666666664,4.952187016402363,-1.10687255859375,4.537167071407168,-2.0841002644988293,-0.8709406706084213,Bullish,70,"Bullish Trend, Negative Daily Return, Positive Monthly Return, Normal Trading Volume, Low Volatility",Moderate
2025-09-19 00:00:00-04:00,AAPL,240.54944568604057,245.60514967420656,239.53233423145286,244.80740356445312,163741300,3.2032859968438965,4.883146313043518,8.623510960219715,236.6618913922991,232.12330220540363,55800066.666666664,5.003375020284941,7.598480224609375,6.072815442753694,4.2579578784125545,1.7700967326151895,Bullish,100,"Bullish Trend, Positive Daily Return, Positive Monthly Return, High Trading Volume, Low Volatility",Excellent
2025-09-22 00:00:00-04:00,AAPL,247.5995237986898,255.9160073848096,247.42002368458668,255.35755920410156,105517400,4.309573765350105,8.187575237049426,13.863941843032123,240.37282017299108,233.0204299926758,55522180.0,6.507622460057978,10.550155639648438,8.495983700222922,7.758035405411761,3.1332998086536756,Bullish,100,"Bullish Trend, Positive Daily Return, Positive Monthly Return, High Trading Volume, Low Volatility",Excellent
2025-09-23 00:00:00-04:00,AAPL,255.15815615601056,256.6140289111009,252.86464151383097,253.7122344970703,60275200,-0.6443219116596399,6.836033177394518,11.709699503573212,243.27318681989397,233.92620137532552,55471150.0,7.403763588904799,-1.64532470703125,3.7493873972699134,-1.4459216589402502,-0.5666766372367791,Bullish,80,"Bullish Trend, Negative Daily Return, Positive Monthly Return, High Trading Volume, Low Volatility",Strong
2025-09-24 00:00:00-04:00,AAPL,254.49999981420794,255.01853710208397,250.33178410429736,251.59820556640625,42303700,-0.8332388601025364,5.573449136216424,11.071487272619486,245.49689592633928,234.67940419514974,55027066.666666664,8.010100246489788,-2.1140289306640625,4.686752997786613,-2.901794247801689,-1.1401942042907973,Bullish,70,"Bullish Trend, Negative Daily Return, Positive Monthly Return, Normal Trading Volume, Low Volatility",Moderate
2025-09-25 00:00:00-04:00,AAPL,252.4956917858775,256.44452717224715,250.99992334214926,256.1453552246094,55202100,1.8073060767529903,7.983018352828086,12.018673313374695,248.16363961356026,235.46185760498048,54537853.333333336,8.903852057985793,4.547149658203125,5.44460383009789,3.6496634387318636,1.4454359252303073,Bullish,90,"Bullish Trend, Positive Daily Return, Positive Monthly Return, High Trading Volume, High Volatility",Excellent
2025-09-26 00:00:00-04:00,AAPL,253.38315498635407,256.87328100426123,253.06405044687503,254.73931884765625,46076300,-0.5489212856193304,4.05703223782945,10.833439168164126,250.50985717773438,236.2157246907552,54343186.666666664,9.545722967381863,-1.406036376953125,3.8092305573862006,1.3561638613021785,0.5352225807493851,Bullish,60,"Bullish Trend, Negative Daily Return, Positive Monthly Return, Normal Trading Volume, High Volatility",Moderate
2025-09-29 00:00:00-04:00,AAPL,253.8418726304012,254.28063380560434,252.29624220529692,253.7122344970703,40127700,-0.40319034973952395,-0.6443219116596399,9.404032292290033,252.86747305733817,236.97490997314452,53812820.0,10.005985474103863,-1.0270843505859375,1.9843916003074185,-0.12963813333090002,-0.05107042899878685,Bullish,60,"Bullish Trend, Negative Daily Return, Positive Monthly Return, Normal Trading Volume, High Volatility",Moderate
2025-09-30 00:00:00-04:00,AAPL,254.1410137555297,255.1980209495745,252.39595068950493,253.9116668701172,37704300,0.0786057374971394,0.0786057374971394,9.68812192629327,254.16808210100447,237.76401112874348,53820423.333333336,10.382791616664797,0.199432373046875,2.80207026006957,-0.22934688541252513,-0.09024394843767514,Bullish,80,"Bullish Trend, Positive Daily Return, Positive Monthly Return, Normal Trading Volume, High Volatility",Strong
2025-10-01 00:00:00-04:00,AAPL,254.32049261064776,258.0599285933123,254.21080232618834,254.72933959960938,48713900,0.32203038937570483,1.2444977602897422,11.200590869263372,254.07833644321985,238.59133656819662,54130800.0,10.71876326963263,0.8176727294921875,3.8491262671239497,0.40884698896161353,0.1607605367403634,Bullish,80,"Bullish Trend, Positive Daily Return, Positive Monthly Return, Normal Trading Volume, High Volatility",Strong
2025-10-02 00:00:00-04:00,AAPL,255.85613542550084,257.45162766856953,253.43299812845933,256.40460205078125,42630200,0.6576637201686664,0.10121082459002562,7.824885076500165,254.46296037946428,239.62574361165363,54143010.0,10.895010967484964,1.675262451171875,4.018629540110197,0.5484666252804118,0.2143652425486244,Bullish,80,"Bullish Trend, Positive Daily Return, Positive Monthly Return, Normal Trading Volume, High Volatility",Strong
2025-10-03 00:00:00-04:00,AAPL,253.9515436206674,258.5086431914624,253.23357360959045,257.2920837402344,49155600,0.34612549164674267,1.0021087063142975,7.606971076376423,255.276371547154,240.72662913004558,54760823.333333336,10.957820756501208,0.887481689453125,5.275069581871946,3.340540119566981,1.3154242230387125,Bullish,80,"Bullish Trend, Positive Daily Return, Positive Monthly Return, Normal Trading Volume, High Volatility",Strong
2025-10-06 00:00:00-04:00,AAPL,257.2621712100349,258.3391414491699,254.33047806472084,255.96585083007812,44664100,-0.5154581092728927,0.8882568621395581,7.092494648081482,255.250728062221,241.68824208577473,54833700.0,10.988120080612967,-1.32623291015625,4.008663384449079,-1.2963203799567964,-0.5038907873083485,Bullish,60,"Bullish Trend, Negative Daily Return, Positive Monthly Return, Normal Trading Volume, High Volatility",Moderate
2025-10-07 00:00:00-04:00,AAPL,256.08552539236376,256.67385732493904,254.7094135633123,255.7564697265625,31955800,-0.08180040534181421,0.7265530092356753,7.819076165252903,255.39603533063615,242.6628189086914,54866123.333333336,10.892491617155173,-0.209381103515625,1.9644437616267396,-0.32905566580126333,-0.12849444157263387,Bullish,60,"Bullish Trend, Negative Daily Return, Positive Monthly Return, Normal Trading Volume, High Volatility",Moderate
2025-10-08 00:00:00-04:00,AAPL,255.7963062732735,257.7906639625656,255.3874592951906,257.33197021484375,36496900,0.6160158880694766,1.0217239283567547,10.117332412234115,255.91314043317522,243.61844838460286,54263516.666666664,10.879495870016195,1.57550048828125,2.403204667374979,1.5356639415702489,0.6003464099789078,Bullish,80,"Bullish Trend, Positive Daily Return, Positive Monthly Return, Normal Trading Volume, High Volatility",Strong
2025-10-09 00:00:00-04:00,AAPL,257.08267167133846,257.27213808351553,252.42584836214985,253.32330322265625,38322000,-1.5577803989301087,-1.2017330435881712,12.015515304353386,255.82908848353796,244.40123291015624,54498933.333333336,10.697226666176006,-4.0086669921875,4.846289721365679,-3.75936844868221,-1.4623188814095918,Bullish,60,"Bullish Trend, Negative Daily Return, Positive Monthly Return, Normal Trading Volume, High Volatility",Moderate
2025-10-10 00:00:00-04:00,AAPL,254.2207817432353,255.6567217403356,243.3116425485481,244.57806396484375,61999100,-3.452204809648307,-4.941473359991466,6.625222838958522,254.37890625,244.8237045288086,55296413.333333336,10.433670542057767,-8.7452392578125,12.345079191787505,-9.642717778391557,-3.7930485903905233,Bullish,70,"Bullish Trend, Negative Daily Return, Positive Monthly Return, High Trading Volume, High Volatility",Moderate
